# https://dtkaplan.shinyapps.io/Little_App_F/ --workers 5 --loaded-duration-minutes 1 --output-dir run1
# {"appUrl":"https://dtkaplan.shinyapps.io/Little_App_F/","debugLog":false,"loadedDurationMinutes":1.0,"logLevel":"WARN","outputDir":"run1","overwriteOutput":false,"recordingPath":"recording.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
4,3,0,PLAYER_SESSION_CREATE,1584563078294,0,
4,3,0,REQ_HOME_START,1584563078294,4,
4,3,0,REQ_HOME_END,1584563078888,4,
4,3,0,REQ_GET_START,1584563078888,5,
4,3,0,REQ_GET_END,1584563080264,5,
4,3,0,REQ_GET_START,1584563080264,6,
4,3,0,REQ_GET_END,1584563082853,6,
4,3,0,REQ_GET_START,1584563082853,7,
4,3,0,REQ_GET_END,1584563083924,7,
4,3,0,REQ_GET_START,1584563083924,8,
4,3,0,REQ_GET_END,1584563084388,8,
4,3,0,REQ_GET_START,1584563084389,9,
4,3,0,REQ_GET_END,1584563084792,9,
4,3,0,REQ_GET_START,1584563084792,10,
4,3,0,REQ_GET_END,1584563085292,10,
4,3,0,REQ_GET_START,1584563085292,11,
4,3,0,REQ_GET_END,1584563085734,11,
4,3,0,REQ_GET_START,1584563085734,12,
4,3,0,REQ_GET_END,1584563086027,12,
4,3,0,REQ_GET_START,1584563086028,13,
4,3,0,REQ_GET_END,1584563086361,13,
4,3,0,REQ_GET_START,1584563086361,14,
4,3,0,REQ_GET_END,1584563086733,14,
4,3,0,REQ_GET_START,1584563086733,15,
4,3,0,REQ_GET_END,1584563087045,15,
4,3,0,REQ_GET_START,1584563087045,16,
4,3,0,REQ_GET_END,1584563087347,16,
4,3,0,REQ_GET_START,1584563087347,17,
4,3,0,REQ_GET_END,1584563087859,17,
4,3,0,REQ_GET_START,1584563087859,18,
4,3,0,REQ_GET_END,1584563088352,18,
4,3,0,REQ_GET_START,1584563088353,19,
4,3,0,REQ_GET_END,1584563090383,19,
4,3,0,REQ_GET_START,1584563090384,20,
4,3,0,REQ_GET_END,1584563091921,20,
4,3,0,REQ_GET_START,1584563091922,21,
4,3,0,REQ_GET_END,1584563092750,21,
4,3,0,REQ_GET_START,1584563092750,22,
4,3,0,REQ_GET_END,1584563093167,22,
4,3,0,REQ_GET_START,1584563093167,23,
4,3,0,REQ_GET_END,1584563093613,23,
4,3,0,REQ_GET_START,1584563093613,24,
4,3,0,REQ_GET_END,1584563094249,24,
4,3,0,WS_OPEN_START,1584563094249,25,
4,3,0,WS_OPEN_END,1584563094725,25,
4,3,0,PLAYBACK_SLEEPBEFORE_START,1584563094725,26,
4,3,0,PLAYBACK_SLEEPBEFORE_END,1584563095276,26,
4,3,0,WS_SEND_START,1584563095277,26,
4,3,0,WS_SEND_END,1584563095277,26,
4,3,0,WS_RECV_INIT_START,1584563095277,27,
4,3,0,WS_RECV_INIT_END,1584563095278,27,
4,3,0,WS_RECV_START,1584563095278,28,
4,3,0,WS_RECV_END,1584563112543,28,
4,3,0,PLAYBACK_SLEEPBEFORE_START,1584563112546,29,
4,3,0,PLAYBACK_SLEEPBEFORE_END,1584563116509,29,
4,3,0,WS_SEND_START,1584563116510,29,
4,3,0,WS_SEND_END,1584563116510,29,
4,3,0,WS_RECV_START,1584563116510,30,
4,3,0,WS_RECV_END,1584563116715,30,
4,3,0,PLAYBACK_SLEEPBEFORE_START,1584563116715,31,
4,3,0,PLAYBACK_SLEEPBEFORE_END,1584563121208,31,
